ঢাকা,,,,
ঢাকা,ঢাকা ,ডেমরা ,ডেমরা ,১৩৬০ 
খুলনা,পটুয়াখালী ,বাউফল ,বীরপাশা ,৮৬২২ 
খুলনা,পটুয়াখালী ,বাউফল ,কালাইয়া ,৮৬২৪ 
খুলনা,পটুয়াখালী ,বাউফল ,কালীশুরী ,৮৬২৩ 
খুলনা,পটুয়াখালী ,দশমিনা ,দশমিনা ,৮৬৩০ 
খুলনা,পটুয়াখালী ,গলাচিপা ,গলাচিপা ,৮৬৪০ 
খুলনা,পটুয়াখালী ,গলাচিপা ,গাজীপুর বন্দর ,৮৬৪১ 
খুলনা,পটুয়াখালী ,খেপুপাড়া ,খেপুপাড়া ,৮৬৫০ 
খুলনা,পটুয়াখালী ,খেপুপাড়া ,মহীপুর ,৮৬৫১ 
খুলনা,পটুয়াখালী ,পটুয়াখালী সদর ,দুমকী ,৮৬০২ 
খুলনা,পটুয়াখালী ,পটুয়াখালী সদর ,মৌকরণ ,৮৬০১ 
খুলনা,পটুয়াখালী ,পটুয়াখালী সদর ,পটুয়াখালী সদর ,৮৬০০ 
খুলনা,পটুয়াখালী ,পটুয়াখালী সদর ,রহিমাবাদ ,৮৬০৩ 
খুলনা,পটুয়াখালী ,সুবিদখালী ,সুবিদখালী ,৮৬১০ 
খুলনা,পিরোজপুর ,বানারীপাড়া ,বানারীপাড়া ,৮৫৩০ 
খুলনা,পিরোজপুর ,বানারীপাড়া ,চাখার ,৮৫৩১ 
খুলনা,পিরোজপুর ,ভান্ডারিয়া ,ভান্ডারিয়া ,৮৫৫০ 
খুলনা,পিরোজপুর ,ভান্ডারিয়া ,ধাওয়া ,৮৫৫২ 
খুলনা,পিরোজপুর ,ভান্ডারিয়া ,কানুদাসকাঠি ,৮৫৫১ 
খুলনা,পিরোজপুর ,কাউখালী ,জোলাগাতি ,৮৫১৩ 
খুলনা,পিরোজপুর ,কাউখালী ,জয়কুল ,৮৫১২ 
খুলনা,পিরোজপুর ,কাউখালী ,কাউখালী ,৮৫১০ 
খুলনা,পিরোজপুর ,কাউখালী ,কেউন্দিয়া ,৮৫১১ 
খুলনা,পিরোজপুর ,মঠবাড়িয়া ,বেতমোর নতুন হাট ,৮৫৬৫ 
খুলনা,পিরোজপুর ,মঠবাড়িয়া ,গুলিশাখালী ,৮৫৬৩ 
খুলনা,পিরোজপুর ,মঠবাড়িয়া ,হাল্টা ,৮৫৬২ 
খুলনা,পিরোজপুর ,মঠবাড়িয়া ,মঠবাড়িয়া ,৮৫৬০ 
খুলনা,পিরোজপুর ,মঠবাড়িয়া ,শিলারগঞ্জ ,৮৫৬৬ 
খুলনা,পিরোজপুর ,মঠবাড়িয়া ,টিয়ারখালী ,৮৫৬৪ 
খুলনা,পিরোজপুর ,মঠবাড়িয়া ,তুষখালি ,৮৫৬১ 
খুলনা,পিরোজপুর ,নাজিরপুর ,নাজিরপুর ,৮৫৪০ 
খুলনা,পিরোজপুর ,নাজিরপুর ,শ্রীরামকাঠি ,৮৫৪১ 
খুলনা,পিরোজপুর ,পিরোজপুর সদর ,হুলারহাট ,৮৫০১ 
খুলনা,পিরোজপুর ,পিরোজপুর সদর ,পারেরহাট ,৮৫০২ 
খুলনা,পিরোজপুর ,পিরোজপুর সদর ,পিরোজপুর সদর ,৮৫০০ 
খুলনা,পিরোজপুর ,স্বরূপকাঠি ,দারুস সুন্নাত ,৮৫২১ 
খুলনা,পিরোজপুর ,স্বরূপকাঠি ,জালাবাড়ি ,৮৫২৩ 
খুলনা,পিরোজপুর ,স্বরূপকাঠি ,কৌরিখাড়া ,৮৫২২ 
খুলনা,পিরোজপুর ,স্বরূপকাঠি ,স্বরূপকাঠি ,৮৫২০ 
সিলেট,,,,
সিলেট,বগুড়া ,আদমদীঘি ,আদমদীঘি ,৫৮৯০ 
সিলেট,বগুড়া ,আদমদীঘি ,নশরতপুর ,৫৮৯২ 
সিলেট,বগুড়া ,আদমদীঘি ,সান্তাহার ,৫৮৯১ 
সিলেট,বগুড়া ,বগুড়া সদর ,বগুড়া সেনানিবাস ,৫৮০১ 
সিলেট,বগুড়া ,বগুড়া সদর ,বগুড়া সদর ,৫৮০০ 
সিলেট,বগুড়া ,ধুনট ,ধুনট ,৫৮৫০ 
সিলেট,বগুড়া ,ধুনট ,গোসাইবাড়ি ,৫৮৫১ 
সিলেট,বগুড়া ,দুপচাঁচিয়া ,দুপচাঁচিয়া ,৫৮৮০ 
সিলেট,বগুড়া ,দুপচাঁচিয়া ,তালোড়া ,৫৮৮১ 
সিলেট,বগুড়া ,গাবতলী ,গাবতলী ,৫৮২০ 
সিলেট,বগুড়া ,গাবতলী ,সুখানপুকুর ,৫৮২১ 
সিলেট,বগুড়া ,কাহালু ,কাহালু ,৫৮৭০ 
সিলেট,বগুড়া ,নন্দীগ্রাম ,নন্দীগ্রাম ,৫৮৬০ 
সিলেট,বগুড়া ,সারিয়াকান্দি ,চন্দন বাইশা ,৫৮৩১ 
সিলেট,বগুড়া ,সারিয়াকান্দি ,সারিয়াকান্দি ,৫৮৩০ 
সিলেট,বগুড়া ,শেরপুর ,চান্দাইকোনা ,৫৮৪১ 
সিলেট,বগুড়া ,শেরপুর ,পল্লী উন্নয়ন একাডেমী ,৫৮৪২ 
সিলেট,বগুড়া ,শেরপুর ,শেরপুর ,৫৮৪০ 
সিলেট,বগুড়া ,শিবগঞ্জ ,শিবগঞ্জ ,৫৮১০ 
সিলেট,বগুড়া ,সোনাতলা ,সোনাতলা ,৫৮২৬ 
সিলেট,চাঁপাইনবাবগঞ্জ ,ভোলাহাট ,ভোলাহাট ,৬৩৩০ 
সিলেট,চাঁপাইনবাবগঞ্জ ,চাঁপাইনবাবগঞ্জ সদর ,আমনুরা ,৬৩০৩ 
সিলেট,চাঁপাইনবাবগঞ্জ ,চাঁপাইনবাবগঞ্জ সদর ,চাঁপাইনবাবগঞ্জ সদর ,৬৩০০ 
সিলেট,চাঁপাইনবাবগঞ্জ ,চাঁপাইনবাবগঞ্জ সদর ,রাজারামপুর ,৬৩০১ 
সিলেট,চাঁপাইনবাবগঞ্জ ,চাঁপাইনবাবগঞ্জ সদর ,রামচন্দ্রপুর ,৬৩০২ 
সিলেট,চাঁপাইনবাবগঞ্জ ,নাচোল ,মন্ডুমালা ,৬৩১১ 
সিলেট,চাঁপাইনবাবগঞ্জ ,নাচোল ,নাচোল ,৬৩১০ 
সিলেট,চাঁপাইনবাবগঞ্জ ,রোহনপুর ,গোমস্তাপুর ,৬৩২১ 
সিলেট,চাঁপাইনবাবগঞ্জ ,রোহনপুর ,রোহনপুর ,৬৩২০ 
সিলেট,চাঁপাইনবাবগঞ্জ ,শিবগঞ্জ U.P.O ,কনসার্ট ,৬৩৪১ 
সিলেট,চাঁপাইনবাবগঞ্জ ,শিবগঞ্জ U.P.O ,মনাকষা ,৬৩৪২ 
সিলেট,চাঁপাইনবাবগঞ্জ ,শিবগঞ্জ U.P.O ,শিবগঞ্জ U.P.O ,৬৩৪০ 
সিলেট,জয়পুরহাট ,আক্কেলপুর ,আক্কেলপুর ,৫৯৪০ 
সিলেট,জয়পুরহাট ,আক্কেলপুর ,জামালগঞ্জ ,৫৯৪১ 
সিলেট,জয়পুরহাট ,আক্কেলপুর ,তিলকপুর ,৫৯৪২ 
সিলেট,জয়পুরহাট ,জয়পুরহাট সদর ,জয়পুরহাট সদর ,৫৯০০ 
সিলেট,জয়পুরহাট ,কালাই ,কালাই ,৫৯৩০ 
সিলেট,জয়পুরহাট ,ক্ষেতলাল ,ক্ষেতলাল ,৫৯২০ 
সিলেট,জয়পুরহাট ,পাঁচবিবি ,পাঁচবিবি ,৫৯১০ 
সিলেট,নওগাঁ ,আহসানগঞ্জ ,আহসানগঞ্জ ,৬৫৯৬ 
সিলেট,নওগাঁ ,আহসানগঞ্জ ,বান্দাই ,৬৫৯৭ 
সিলেট,নওগাঁ ,বদলগাছী ,বদলগাছী ,৬৫৭০ 
সিলেট,নওগাঁ ,ধামুইরহাট ,ধামুইরহাট ,৬৫৮০ 
সিলেট,নওগাঁ ,মহাদেবপুর ,মহাদেবপুর ,৬৫৩০ 
সিলেট,নওগাঁ ,নওগাঁ সদর ,নওগাঁ সদর ,৬৫০০ 
সিলেট,নওগাঁ ,নিয়ামতপুর ,নিয়ামতপুর ,৬৫২০ 
সিলেট,নওগাঁ ,নিতপুর ,নিতপুর ,৬৫৫০ 
সিলেট,নওগাঁ ,নিতপুর ,পঙ্গুরিয়া ,৬৫৫২ 
সিলেট,নওগাঁ ,নিতপুর ,পরসা ,৬৫৫১ 
সিলেট,নওগাঁ ,পত্নীতলা ,পত্নীতলা ,৬৫৪০ 
সিলেট,নওগাঁ ,প্রসাদপুর ,বলিহারের ,৬৫১২ 
সিলেট,নওগাঁ ,প্রসাদপুর ,মান্দা ,৬৫১১ 
সিলেট,নওগাঁ ,প্রসাদপুর ,প্রসাদপুর ,৬৫১০ 
সিলেট,নওগাঁ ,রানীনগর ,কাশিমপুর ,৬৫৯১ 
সিলেট,নওগাঁ ,রানীনগর ,রানীনগর ,৬৫৯০ 
সিলেট,নওগাঁ ,সাপাহার ,মদুহিল ,৬৫৬১ 
সিলেট,নওগাঁ ,সাপাহার ,সাপাহার ,৬৫৬০ 
সিলেট,নাটোর ,গোপালপুর Upo ,আব্দুলপুর ,৬৪২২ 
সিলেট,নাটোর ,গোপালপুর Upo ,গোপালপুর U.P.O ,৬৪২০ 
সিলেট,নাটোর ,গোপালপুর Upo ,লালপুর S.O ,৬৪২১ 
সিলেট,নাটোর ,হারুয়া ,বড়াইগ্রামে ,৬৪৩২ 
সিলেট,নাটোর ,হারুয়া ,দয়ারামপুর ,৬৪৩১ 
সিলেট,নাটোর ,হারুয়া ,হারুয়া ,৬৪৩০ 
সিলেট,নাটোর ,হাতগুরুদাসপুর ,হাতগুরুদাসপুর ,৬৪৪০ 
সিলেট,নাটোর ,লক্ষ্মণ ,লক্ষ্মণ ,৬৪১০ 
সিলেট,নাটোর ,নাটোর সদর ,বাইদ্দ্যাবল ঘরিয়া ,৬৪০২ 
সিলেট,নাটোর ,নাটোর সদর ,দিঘাপাতিয়া ,৬৪০১ 
সিলেট,নাটোর ,নাটোর সদর ,মাধনগর ,৬৪০৩ 
সিলেট,নাটোর ,নাটোর সদর ,নাটোর সদর ,৬৪০০ 
সিলেট,নাটোর ,সিংড়া ,সিংড়া ,৬৪৫০ 
সিলেট,পাবনা ,বানওয়ারীনগর ,বানওয়ারীনগর ,৬৬৫০ 
সিলেট,পাবনা ,বেড়া ,বেড়া ,৬৬৮০ 
সিলেট,পাবনা ,বেড়া ,কাশিনাথপুর ,৬৬৮২ 
সিলেট,পাবনা ,বেড়া ,নাকালিয়া ,৬৬৮১ 
সিলেট,পাবনা ,বেড়া ,পুরান ভারেঙ্গা ,৬৬৮৩ 
সিলেট,পাবনা ,ভাঙ্গুরা ,ভাঙ্গুরা ,৬৬৪০ 
সিলেট,পাবনা ,চাটমোহর ,চাটমোহর ,৬৬৩০ 
সিলেট,পাবনা ,দেবোত্তর ,দেবোত্তর ,৬৬১০ 
সিলেট,পাবনা ,ঈশ্বরদী ,ধাপারী ,৬৬২১ 
সিলেট,পাবনা ,ঈশ্বরদী ,ঈশ্বরদী ,৬৬২০ 
সিলেট,পাবনা ,ঈশ্বরদী ,পাকশী ,৬৬২২ 
সিলেট,পাবনা ,ঈশ্বরদী ,রাজাপুর ,৬৬২৩ 
সিলেট,পাবনা ,পাবনা সদর ,হেমায়েতপুর ,৬৬০২ 
সিলেট,পাবনা ,পাবনা সদর ,কালিকো কটন মিলস ,৬৬০১ 
সিলেট,পাবনা ,পাবনা সদর ,পাবনা সদর ,৬৬০০ 
সিলেট,পাবনা ,সাঁথিয়া ,সাঁথিয়া ,৬৬৭০ 
সিলেট,পাবনা ,সুজানগর ,সাগরকান্দি ,৬৬৬১ 
সিলেট,পাবনা ,সুজানগর ,সুজানগর ,৬৬৬০ 
সিলেট,রাজশাহী ,বাঘা ,আড়ানী ,৬২৮১ 
সিলেট,রাজশাহী ,বাঘা ,বাঘা ,৬২৮০ 
সিলেট,রাজশাহী ,ভবানীগঞ্জ ,ভবানীগঞ্জ ,৬২৫০ 
সিলেট,রাজশাহী ,ভবানীগঞ্জ ,তাহারপুর ,৬২৫১ 
সিলেট,রাজশাহী ,চারঘাট ,চারঘাট ,৬২৭০ 
সিলেট,রাজশাহী ,চারঘাট ,সারদা ,৬২৭১ 
সিলেট,রাজশাহী ,দুর্গাপুর ,দুর্গাপুর ,৬২৪০ 
সিলেট,রাজশাহী ,গোদাগাড়ী ,গোদাগাড়ী ,৬২৯০ 
সিলেট,রাজশাহী ,গোদাগাড়ী ,প্রেমতলী ,৬২৯১ 
সিলেট,রাজশাহী ,খোদমোহনপুর ,খোদমোহনপুর ,৬২২০ 
সিলেট,রাজশাহী ,লালিতগঞ্জ ,লালিতগঞ্জ ,৬২১০ 
সিলেট,রাজশাহী ,লালিতগঞ্জ ,রাজশাহী চিনিকল ,৬২১১ 
সিলেট,রাজশাহী ,লালিতগঞ্জ ,শ্যামপুর ,৬২১২ 
সিলেট,রাজশাহী ,পুঠিয়া ,পুঠিয়া ,৬২৬০ 
সিলেট,রাজশাহী ,রাজশাহী সদর ,বিনোদপুর বাজার ,৬২০৬ 
সিলেট,রাজশাহী ,রাজশাহী সদর ,ঘুড়ামারা ,৬১০০ 
সিলেট,রাজশাহী ,রাজশাহী সদর ,কাজলা ,৬২০৪ 
সিলেট,রাজশাহী ,রাজশাহী সদর ,রাজশাহী সেনানিবাস ,৬২০২ 
সিলেট,রাজশাহী ,রাজশাহী সদর ,রাজশাহী কোর্ট ,৬২০১ 
সিলেট,রাজশাহী ,রাজশাহী সদর ,রাজশাহী সদর ,৬০০০ 
সিলেট,রাজশাহী ,রাজশাহী সদর ,রাজশাহী বিশ্ববিদ্যালয় ,৬২০৫ 
সিলেট,রাজশাহী ,রাজশাহী সদর ,সাপুরা ,৬২০৩ 
সিলেট,রাজশাহী ,তানোরে ,তানোরে ,৬২৩০ 
সিলেট,সিরাজগঞ্জ ,বাইদ্দ্যা জ্যাম তৈল ,বাইদ্দ্যা জ্যাম তৈল ,৬৭৩০ 
সিলেট,সিরাজগঞ্জ ,বেলকুচি ,বেলকুচি ,৬৭৪০ 
সিলেট,সিরাজগঞ্জ ,বেলকুচি ,এনায়েতপুর ,৬৭৫১ 
সিলেট,সিরাজগঞ্জ ,বেলকুচি ,রাজাপুর ,৬৭৪২ 
সিলেট,সিরাজগঞ্জ ,বেলকুচি ,সোহাগপুর ,৬৭৪১ 
সিলেট,সিরাজগঞ্জ ,বেলকুচি ,স্থল ,৬৭৫২ 
সিলেট,সিরাজগঞ্জ ,ধানগড়া ,ধানগড়া ,৬৭২০ 
সিলেট,সিরাজগঞ্জ ,ধানগড়া ,মালঙ্গা ,৬৭২১ 
সিলেট,সিরাজগঞ্জ ,কাজীপুর ,গান্ধাইল ,৬৭১২ 
সিলেট,সিরাজগঞ্জ ,কাজীপুর ,কাজীপুর ,৬৭১০ 
সিলেট,সিরাজগঞ্জ ,কাজীপুর ,শুভগাছা ,৬৭১১ 
সিলেট,সিরাজগঞ্জ ,শাহজাদপুর ,জামিরটা ,৬৭৭২ 
সিলেট,সিরাজগঞ্জ ,শাহজাদপুর ,কৈজুরী ,৬৭৭৩ 
সিলেট,সিরাজগঞ্জ ,শাহজাদপুর ,পরজানা ,৬৭৭১ 
সিলেট,সিরাজগঞ্জ ,শাহজাদপুর ,শাহজাদপুর ,৬৭৭০ 
সিলেট,সিরাজগঞ্জ ,সিরাজগঞ্জ সদর ,রায়পুর ,৬৭০১ 
সিলেট,সিরাজগঞ্জ ,সিরাজগঞ্জ সদর ,রাশিদাবাদ ,৬৭০২ 
সিলেট,সিরাজগঞ্জ ,সিরাজগঞ্জ সদর ,সিরাজগঞ্জ সদর ,৬৭০০ 
সিলেট,সিরাজগঞ্জ ,তাড়াশ ,তাড়াশ ,৬৭৮০ 
সিলেট,সিরাজগঞ্জ ,উল্লাপাড়া ,লাহিড়ী মোহনপুর ,৬৭৬২ 
সিলেট,সিরাজগঞ্জ ,উল্লাপাড়া ,সালাপ ,৬৭৬৩ 
সিলেট,সিরাজগঞ্জ ,উল্লাপাড়া ,উল্লাপাড়া ,৬৭৬০ 
সিলেট,সিরাজগঞ্জ ,উল্লাপাড়া ,উল্লাপাড়া R.S ,৬৭৬১ 
বরিশাল,,,,
বরিশাল,দিনাজপুর ,বাংলা হিলি ,বাংলা হিলি ,৫২৭০ 
বরিশাল,দিনাজপুর ,বিরল ,বিরল ,৫২১০ 
বরিশাল,দিনাজপুর ,বিরামপুর ,বিরামপুর ,৫২৬৬ 
বরিশাল,দিনাজপুর ,বীরগঞ্জ ,বীরগঞ্জ ,৫২২০ 
বরিশাল,দিনাজপুর ,চিরিরবন্দর ,চিরিরবন্দর ,৫২৪০ 
বরিশাল,দিনাজপুর ,চিরিরবন্দর ,রাণীররবন্দর ,৫২৪১ 
বরিশাল,দিনাজপুর ,দিনাজপুর সদর ,দিনাজপুর রাজবাড়ী ,৫২০১ 
বরিশাল,দিনাজপুর ,দিনাজপুর সদর ,দিনাজপুর সদর ,৫২০০ 
বরিশাল,দিনাজপুর ,খানসামা ,খানসামা ,৫২৩০ 
বরিশাল,দিনাজপুর ,খানসামা ,পাকেরহাট ,৫২৩১ 
বরিশাল,দিনাজপুর ,মহারাজগঞ্জ ,মহারাজগঞ্জ ,৫২২৬ 
বরিশাল,দিনাজপুর ,নবাবগঞ্জ জেলায় ,দাউদপুর ,৫২৮১ 
বরিশাল,দিনাজপুর ,নবাবগঞ্জ জেলায় ,গোপালপুর ,৫২৮২ 
বরিশাল,দিনাজপুর ,নবাবগঞ্জ জেলায় ,নবাবগঞ্জ জেলায় ,৫২৮০ 
বরিশাল,দিনাজপুর ,ওসমানপুর ,ঘোড়াঘাট ,৫২৯১ 
বরিশাল,দিনাজপুর ,ওসমানপুর ,ওসমানপুর ,৫২৯০ 
বরিশাল,দিনাজপুর ,পার্বতীপুর ,পার্বতীপুর ,৫২৫০ 
বরিশাল,দিনাজপুর ,ফুলবাড়ী ,ফুলবাড়ী ,৫২৬০ 
বরিশাল,দিনাজপুর ,সেতাবগঞ্জ ,সেতাবগঞ্জ ,৫২১৬ 
বরিশাল,গাইবান্ধা ,বোনারপাড়া ,বোনারপাড়া ,৫৭৫০ 
বরিশাল,গাইবান্ধা ,বোনারপাড়া ,সাঘাটা ,৫৭৫১ 
বরিশাল,গাইবান্ধা ,গাইবান্ধা সদর ,গাইবান্ধা সদর ,৫৭০০ 
বরিশাল,গাইবান্ধা ,গোবিন্দগঞ্জ ,গোবিন্দগঞ্জ ,৫৭৪০ 
বরিশাল,গাইবান্ধা ,গোবিন্দগঞ্জ ,মাহিমাগঞ্জ ,৫৭৪১ 
বরিশাল,গাইবান্ধা ,পলাশবাড়ী ,পলাশবাড়ী ,৫৭৩০ 
বরিশাল,গাইবান্ধা ,ফুলছড়ি ,ভরতখালি ,৫৭৬১ 
বরিশাল,গাইবান্ধা ,ফুলছড়ি ,ফুলছড়ি ,৫৭৬০ 
বরিশাল,গাইবান্ধা ,সাদুল্লাপুর ,নলডাঙ্গা ,৫৭১১ 
বরিশাল,গাইবান্ধা ,সাদুল্লাপুর ,সাদুল্লাপুর ,৫৭১০ 
বরিশাল,গাইবান্ধা ,সুন্দরগঞ্জ ,বামনডাঙ্গা ,৫৭২১ 
বরিশাল,গাইবান্ধা ,সুন্দরগঞ্জ ,সুন্দরগঞ্জ ,৫৭২০ 
বরিশাল,কুড়িগ্রাম ,ভুরুঙ্গামারী ,ভুরুঙ্গামারী ,৫৬৭০ 
বরিশাল,কুড়িগ্রাম ,চিলমারী ,চিলমারী ,৫৬৩০ 
বরিশাল,কুড়িগ্রাম ,চিলমারী ,জোড়গাছা ,৫৬৩১ 
বরিশাল,কুড়িগ্রাম ,কুড়িগ্রাম সদর ,কুড়িগ্রাম সদর ,৫৬০০ 
বরিশাল,কুড়িগ্রাম ,কুড়িগ্রাম সদর ,পান্ডুল ,৫৬০১ 
বরিশাল,কুড়িগ্রাম ,কুড়িগ্রাম সদর ,ফুলবাড়ী ,৫৬৮০ 
বরিশাল,কুড়িগ্রাম ,নাগেশ্বর ,নাগেশ্বর ,৫৬৬০ 
বরিশাল,কুড়িগ্রাম ,রাজারহাট ,নাজিমখান ,৫৬১১ 
বরিশাল,কুড়িগ্রাম ,রাজারহাট ,রাজারহাট ,৫৬১০ 
বরিশাল,কুড়িগ্রাম ,রাজিবপুর ,রাজিবপুর ,৫৬৫০ 
বরিশাল,কুড়িগ্রাম ,রৌমারী ,রৌমারী ,৫৬৪০ 
বরিশাল,কুড়িগ্রাম ,উলিপুর ,বাজারহাট ,৫৬২১ 
বরিশাল,কুড়িগ্রাম ,উলিপুর ,উলিপুর ,৫৬২০ 
বরিশাল,লালমনিরহাট ,আদিতমারী ,আদিতমারী ,৫৫১০ 
বরিশাল,লালমনিরহাট ,হাতীবান্ধা ,হাতীবান্ধা ,৫৫৩০ 
বরিশাল,লালমনিরহাট ,লালমনিরহাট সদর ,Kulaghat তাই ,৫৫০২ 
বরিশাল,লালমনিরহাট ,লালমনিরহাট সদর ,লালমনিরহাট সদর ,৫৫০০ 
বরিশাল,লালমনিরহাট ,লালমনিরহাট সদর ,মোঘলহাট ,৫৫০১ 
বরিশাল,লালমনিরহাট ,পাটগ্রাম ,বাউরা ,৫৫৪১ 
বরিশাল,লালমনিরহাট ,পাটগ্রাম ,বুড়িমারী ,৫৫৪২ 
বরিশাল,লালমনিরহাট ,পাটগ্রাম ,পাটগ্রাম ,৫৫৪০ 
বরিশাল,লালমনিরহাট ,তুষভান্ডার ,তুষভান্ডার ,৫৫২০ 
বরিশাল,নীলফামারী ,ডিমলা ,ডিমলা ,৫৩৫০ 
বরিশাল,নীলফামারী ,ডিমলা ,ঘাগা খড়িবাড়ি ,৫৩৫১ 
বরিশাল,নীলফামারী ,ডোমার ,চিলাহাটি ,৫৩৪১ 
বরিশাল,নীলফামারী ,ডোমার ,ডোমার ,৫৩৪০ 
বরিশাল,নীলফামারী ,জলঢাকা ,জলঢাকা ,৫৩৩০ 
বরিশাল,নীলফামারী ,কিশোরীগঞ্জ ,কিশোরীগঞ্জ ,৫৩২০ 
বরিশাল,নীলফামারী ,নীলফামারী সদর ,নীলফামারী সদর ,৫৩০০ 
বরিশাল,নীলফামারী ,নীলফামারী সদর ,নীলফামারী চিনি মিল ,৫৩০১ 
বরিশাল,নীলফামারী ,সৈয়দপুর ,সৈয়দপুর ,৫৩১০ 
বরিশাল,নীলফামারী ,সৈয়দপুর ,সৈয়দপুর উপশহর ,৫৩১১ 
বরিশাল,পঞ্চগড় ,বোদা ,বোদা ,৫০১০ 
বরিশাল,পঞ্চগড় ,ছোট্ট ডাবের ,ছোট্ট ডাবের ,৫০৪০ 
বরিশাল,পঞ্চগড় ,ছোট্ট ডাবের ,মির্জাপুর ,৫০৪১ 
বরিশাল,পঞ্চগড় ,দেবীগঞ্জ ,দেবীগঞ্জ ,৫০২০ 
বরিশাল,পঞ্চগড় ,পঞ্চগড় সদর ,পঞ্চগড় সদর ,৫০০০ 
বরিশাল,পঞ্চগড় ,তেঁতুলিয়া ,তেঁতুলিয়া ,৫০৩০ 
বরিশাল,রংপুর ,বদরগঞ্জ ,বদরগঞ্জ ,৫৪৩০ 
বরিশাল,রংপুর ,বদরগঞ্জ ,শ্যামপুর ,৫৪৩১ 
বরিশাল,রংপুর ,গঙ্গাচড়া ,গঙ্গাচড়া ,৫৪১০ 
বরিশাল,রংপুর ,কাউনিয়া ,হারাগাছ ,৫৪৪১ 
বরিশাল,রংপুর ,কাউনিয়া ,কাউনিয়া ,৫৪৪০ 
বরিশাল,রংপুর ,মিঠাপুকুর ,মিঠাপুকুর ,৫৪৬০ 
বরিশাল,রংপুর ,পীরগাছা ,পীরগাছা ,৫৪৫০ 
বরিশাল,রংপুর ,রংপুর সদর ,আলামনাগার ,৫৪০২ 
বরিশাল,রংপুর ,রংপুর সদর ,মাহিগঞ্জ ,৫৪০৩ 
বরিশাল,রংপুর ,রংপুর সদর ,রংপুর ক্যাডেট কলেজ ,৫৪০৪ 
বরিশাল,রংপুর ,রংপুর সদর ,রংপুর কারমাইকেল কলেজ ,৫৪০৫ 
বরিশাল,রংপুর ,রংপুর সদর ,রংপুর সদর ,৫৪০০ 
বরিশাল,রংপুর ,রংপুর সদর ,রংপুর উপশহর ,৫৪০১ 
বরিশাল,রংপুর ,তারাগঞ্জ ,তারাগঞ্জ ,৫৪২০ 
বরিশাল,ঠাকুরগাঁও ,বালিয়াডাঙ্গী ,বালিয়াডাঙ্গী ,৫১৪০ 
বরিশাল,ঠাকুরগাঁও ,বালিয়াডাঙ্গী ,লাহিড়ি ,৫১৪১ 
বরিশাল,ঠাকুরগাঁও ,জীবনপুর ,জীবনপুর ,৫১৩০ 
বরিশাল,ঠাকুরগাঁও ,পীরগঞ্জ ,পীরগঞ্জ ,৫১১০ 
বরিশাল,রংপুর ,পীরগঞ্জ ,পীরগঞ্জ ,৫৪৭০ 
বরিশাল,ঠাকুরগাঁও ,রাণীশংকৈল ,নেকমরদ ,৫১২১ 
বরিশাল,ঠাকুরগাঁও ,রাণীশংকৈল ,রাণীশংকৈল ,৫১২০ 
বরিশাল,ঠাকুরগাঁও ,ঠাকুরগাঁও সদর ,রুহিয়া ,৫১০৩ 
বরিশাল,ঠাকুরগাঁও ,ঠাকুরগাঁও সদর ,শিবগঞ্জ ,৫১০২ 
বরিশাল,ঠাকুরগাঁও ,ঠাকুরগাঁও সদর ,ঠাকুরগাঁও রোড ,৫১০১ 
বরিশাল,ঠাকুরগাঁও ,ঠাকুরগাঁও সদর ,ঠাকুরগাঁও সদর ,৫১০০ 
